CTSH
UVSSA
AC022215.1
WDFY1
NDRG1
RPL36P16
KRTAP5-10
DNAH2
PLAC8L1
ZNF146
KRBOX1
MUC21
RPE
NUP205
CXCR5
LRRC73
AC003659.1
AC005104.1
PSMC1P10
AC005480.1
CAMK2G
GATA3-AS1
RPL22P18
AC027088.2
AL132780.5
LINC00483
RPL5P15
PIF1
SLC35A5
FAR2P1
AC098614.1
PDZD7
PQLC2L
MT1XP1
AC093249.2
AC011495.1
AC021739.2
AKAP8L
EFCC1
MDC1
AL034549.1
SSX2IP
POLDIP3
PARVA
CCT6P1
DPH2
KRT41P
ANXA9
POMT1
AC013652.2
ITPRIPL1
JPT1
Z98752.2
EFCAB9
GUCY1B2
AL137077.2
FRS2
TRAPPC13
UNG
ZNF250
AC069234.5
AC025198.1
AL451007.1
SYNC
WDR54
SRI
ARFIP2
AL118558.3
RPL7AP73
ZNF473
TET2
ZFAND1
NELL1
HAUS6
AL117336.2
FKBP2
SAMHD1
AASDH
ANK1
SVOPL
RIOK3
ACOX3
CKAP2L
AC022211.1
ARHGEF26
RHOH
KIAA0556
ALG5
SNX2
HNRNPA1P4
AC104506.1
EGFLAM-AS4
HIST1H4D
PGGHG
DCAF10
ZMAT5
FAR1
THUMPD3-AS1
COX4I1
CCNG1
AC060764.1
AC009302.1
TMEM185A
AC108673.3
MRPL53
FAM166A
TDO2
MAP3K20
GALE
P4HA2
AC018413.1
AC078909.2
NUDT2
IARS2P1
CCDC180
OVGP1
TMEM38A
AL590132.1
CHST14
HSP90AA4P
MCC
LIMK1
AC090809.1
PPATP1
TMOD1
RPL19P11
MYB
MYL6P1
AC010632.1
AL645939.2
AC020915.4
AL390728.4
USP25
MKNK2
ABCC6P1
PPIAP28
CYP26B1
NUTF2
ATP5S
ZBED5
HVCN1
ARL5A
AC034268.1
NUDT12
AC010280.2
LINC00624
BX324167.1
AC079944.2
ZNF35
AC004980.3
NTPCR
FHAD1
QRSL1
KLHL32
SHKBP1
AC073352.1
LINC01116
FHOD1
AC083880.1
AC016065.1
ADCK1
RIPPLY2
LINC01192
AC007342.5
ZNF211
LINC00960
HNRNPUL2
SNRNP48
AL365273.1
SMR3A
KRT18P49
TAF1A-AS1
ANGEL2
AC118758.3
ACVR1C
ZNF32-AS2
AC004466.3
RPL7P25
FAAP24
HNRNPA1P35
ZNHIT1
BMP8B
ZFPM2-AS1
FUZ
AC023824.7
ENO1
FAM86JP
SQOR
METRN
NUDT4P1
NDUFA6
PIGG
IL15
ZBED9
TMX2
AL390879.2
AP003469.4
AC005332.9
SERPINI1
AC008393.1
KCNH2
AC007038.2
CTU1
AL392046.1
AC022364.1
DDX24
CCDC13
AP003900.1
COG6
EXOSC5
DNAL4
AC140725.1
AC127070.5
TGM3
KIAA0040
ZFYVE26
ZNF442
ACBD7
C19orf25
GRIN2B
BAIAP2L2
AC092754.1
C15orf61
CLSPN
HNRNPCP1
Z99127.1
UQCRFS1
ACAT2
HGD
AL359921.1
AP000317.1
ACTG1P20
PRKACA
ATG9B
C14orf37
AL365366.1
RPL37A
FAM229B
AC110491.3
HSPE1P22
SDSL
AL157373.2
LEO1
ETV4
AC003080.1
AL358472.4
EZR-AS1
AC114947.2
TIPIN
G3BP1
NFATC3
SEL1L3
ZNF93
SNW1
RRP36
KIF3B
AP1S1
ADAT1
AC002398.1
PASD1
SAR1B
TPD52L1
MUC4
HOXC4
DDB1
UXT
YIPF1
AC104212.1
RPL5P8
PIGV
AC008735.3
FAM185BP
PLEKHA8P1
AC007497.1
VDAC2P1
SIRT4
AL672212.1
RPL21P16
DIP2B
RPL35P9
NKD2
C19orf44
TBATA
JUP
RFESD
AFG1L
WHAMM
SH2B3
AL031289.1
AC106028.2
WAS
HSFX4
ANKRD2
CASP6
FANCG
AL357075.1
AL136295.2
TANGO2
LYAR
AC020651.1
PDP2
RPS10P2
PPM1D
PSMA5
BSN-AS1
C12orf29
GAS2L1
LARGE1
C6orf106
SLC6A11
RNU6-854P
AL512408.1
AGMAT
BIK
AC104109.1
REN
NEMF
CRELD1
EPPK1
AL589765.6
CYB5R4
AC135782.1
DMWD
UBA1
AC107375.1
CCNK
AC087362.2
UBQLN1
NUP107
EEF1B2P1
AP000525.9
ROM1
RPS14P8
PHF10
MAP4K3
OR52N5
FBN3
MRPL2P1
HMGB1P24
GAPDHP66
MRPS35
C18orf54
LINC02395
AC006252.1
AC026271.2
CCDC102B
AIP
ZC4H2
TMEM131
PPP6C
LPP-AS2
KDM4D
TMC6
USP36
AL031432.5
AL591501.1
YAP1
PTDSS2
AC005229.1
MYO1A
AL080243.2
STPG1
SFMBT2
AC114980.1
FASN
ATP5J2
AL031775.2
DNAH5
TRRAP
RAPGEF4
ZNF652
ATF6B
AC093802.2
ATP6V1C1
AL590729.1
ADAMTS13
TM4SF1-AS1
AC016747.1
TMEM86B
SOX2
NOSIP
LEMD3
AC079742.1
MED4
AC005606.2
AC010761.1
AP001767.2
SMPD4
PTRHD1
AL353354.2
NPAS1
RPL36AP10
THAP9
KRT8P1
SSX2
LAMTOR5
TFAP2A
AL583839.1
TUBD1
WDR43
KIAA1143
ERLIN2
SDHAF1
AC092171.3
AC008438.1
CRB3
ZNF862
OSBPL5
PAOX
NIPSNAP2
MMP24
EIF2AK3
CALM1
AL365203.1
AL049840.2
WDR26
ADGRB2
AP002847.1
LINC00282
METTL15
RPSAP16
LHFPL5
PLLP
CDC42BPG
AC148476.1
IFT74-AS1
AC145285.1
RPL7P59
RPL13AP6
EMP1
ISM2
RNF180
HNRNPA1P54
NUDCD3
PDLIM3
ULBP1
AC112220.3
RPL10P12
SESTD1
NEXN-AS1
Z73429.1
HLA-DPB1
LINC02288
KCNS3
PRDM15
ZAP70
OTX1
CCND1
HDGF
TMEM98
ZBTB25
TSPAN33
STS
FMO3
ZIC3
AL158156.1
CAPZA1
DVL1
RPS19P3
AUH
RLF
PPIAP23
DHRS2
RPSAP36
AC011489.1
AL157904.1
PRKCZ
TRIM21
NBEAL2
CLN3
RGP1
TTL
MVB12A
CRYAB
SETD7
RPF2
RPL23P8
RN7SL488P
LINC01125
POGLUT1
FMNL3
POPDC2
EIF3EP1
PRDX1P1
CCDC120
PPP1R12A-AS1
TMEM186
GAREM2
GTF2H1
AC020899.1
PSMG1
Z99129.4
NAGPA
PPARA
LGMNP1
EXOSC3
KRT18P57
TAF13
HSD17B4
TSTD1
PGGT1B
AL132777.1
GATA4
RUSC1-AS1
RFXANK
BTBD8
SLC25A20
AL022722.1
TRAIP
CCDC92
AL359504.2
HESX1
RPL21P65
FOLR3
RIPPLY3
BTF3P8
CHMP3
AL606489.1
AC239600.2
MPZL3
DDX50P1
MEX3C
ZNF85
AC113398.1
AL021707.5
NPB
MAGT1
AC010536.3
C1orf229
NPL
AC092329.4
PDCL
TIMP1
EIF4A2
LAMA5
BSPRY
AC100861.2
HDGFL2
EDN2
AL034417.4
C17orf75
STX18-AS1
PKN1
PIGK
ZNF618
EIF2D
TPMT
DPM2
C6orf99
ATP5JP1
AC137794.1
PMM1
AC025181.2
INE1
WSB2
SNORA26
AC093904.4
NFS1
LINC01019
FAM213B
AC092865.2
AL133153.1
AC067904.2
OR2V1
NPM1P30
AC093142.1
AC127070.3
EDIL3
HDHD5-AS1
AC096708.4
GSTM5
PAPSS2
OTUD4
TAF3
AL391069.2
ATP2B1-AS1
METTL16
RRP15
NAT6
TMEM27
SRSF6
RPN2
LINC01213
LSAMP
BHLHE41
MSRB2
PANX2
DDX3X
DERL2
TMEM99
MRPL47
BLVRA
AL359921.2
HOXA9
RPL9P32
ASF1B
CTTNBP2NL
AP000577.1
ITPKA
ORM1
RGMB-AS1
AC020659.1
P4HA1
CSAG2
BLVRB
AC119427.1
ZNF619
PDIA6
FBXO9
MAD1L1
NEIL3
CHURC1
SNHG12
AL592494.2
C10orf82
ABRAXAS1
RPL10P5
SEMA7A
C1orf53
TPI1P1
NGEF
APAF1
INTS6L
PPP1R14B
NELFE
SERTAD4
MYL6P5
WARS2
AC092045.1
EIF3D
IGHV4-39
OXNAD1
PTP4A1
TNKS2
DYNC2H1
CCM2L
NDUFAF4P3
RBCK1
AC009283.1
YEATS2-AS1
SPCS2
AL928654.3
HAUS1P2
AC083799.1
C10orf25
TM2D3
RHBG
TRMT5
TMSB4XP8
CXXC4
NF2
FBXO25
ANKK1
AL449106.1
AC068620.2
TRPC1
LTB
METTL8
IL1RL2
ZFP28
C7orf61
WASH2P
AL031432.4
RAET1K
AC137630.1
RPSAP54
AL662791.4
TRIM52-AS1
ZNF107
LINC00271
AC020907.3
CCNT2-AS1
DYNLRB1
AC104619.3
SNHG19
HIRA
HMGN2P36
SH3BP5L
ATP5G1
F10-AS1
SKA3
HAL
ZNF808
ATG3
KRT8P34
AGT
TMEM88
AL592114.1
CLPS
FMO5
WBP11
RPS27AP16
UBOX5
MGP
AC017100.1
TP53I13
AC104463.2
LINC01144
NUP62
ABI3BP
PSPC1
AC099489.1
DHPS
ATP10A
ZNF462
SNHG20
SNX29
TMPRSS15
ZNF175
TRPC4AP
AL365205.1
KIAA1024
ATP6AP1L
AC097534.1
AGBL2
CYP2W1
SLC45A1
AC100861.1
AL365205.2
GAPDHP72
TRNAU1AP
PCF11
ZNF543
DNLZ
WDR7
AP000593.1
NDUFB2-AS1
GK-IT1
AL662844.4
MIR544B
AC012485.3
DSTN
AC093677.2
IQCH-AS1
AC005899.5
ZNF829
COA5
KCNG3
TPP1
AC012498.1
AC011933.2
LINC02094
TBC1D30
SMCHD1
PDCD5
EIF4ENIF1
AL359091.2
AC024560.1
SMNDC1
TMEM175
DLG3
AC079601.2
AC009506.1
RPL10P8
WDR91
AP002449.1
AC008734.2
RNF111
EDN1
CRYGS
ZNF843
TRIP13
GALNT11
PMS2P3
AF129408.1
SCAND1
LINC00173
THY1
TMEM9B
XKR8
TFEB
KCNG1
E2F1
AL645728.1
LRRC8B
TMEM50B
AC016027.2
FAM126B
ARID4B
AC009065.7
AC026740.1
SCARB2
C1QL1P1
FAM173A
FAM151B
IQCE
PBRM1
LINC00634
DDX11
DENND3
USP1
USB1
CACYBPP2
PDLIM2
AC107890.1
ZNF292
AL161636.2
AC004156.1
MED28
GYG1
LINC02502
TGDS
AC135050.6
MET
AC011448.1
NFIL3
BCL7B
KCTD18
RNF26
SDHB
ZNFX1
GNL3LP1
ANKRD18B
AC005099.1
OR13I1P
AL359092.1
MTPN
CRACR2A
XPO6
GALNT1
CLINT1
PTPRA
AL928921.2
AP000350.5
AL589843.2
RMDN3
CPHL1P
AC073389.3
AC007613.1
PSME2P6
AMY2B
AC126773.4
AC011481.2
AC130686.1
LINC01732
KRT18P29
RAB31
SUGT1P1
EGFL6
MIR34AHG
AF274858.3
SSR2
ATP23
ARHGAP42
RPL35AP28
AC092418.1
WDR55
AC087741.3
RPS4XP21
MGAT4A
TBC1D8B
AC007229.1
AC090568.1
GARNL3
AGAP4
U73166.1
PERM1
DPY19L1P2
AC011450.1
AC120049.1
FAM182B
LRIG1
SEC13P1
NR3C2
CUZD1
SMARCA1
AL391261.3
AC027575.4
AC110588.1
USP2-AS1
VAPB
ZBTB48
AC131238.1
RPL30P3
DIS3L2
HLA-DQA2
DLEU1
TET3
ARRB1
AC084125.3
PRPF4
TMEM132A
OSBP2
COPS7B
AL031429.2
FBXO38
Z83851.2
CLUHP10
ZNF488
CYB5D2
PIK3AP1
PRR13P4
SEPT14P12
AP002807.1
PSMB8
NCBP2-AS1
SLTM
AC138150.1
SLC25A34
NKAIN2
STARD4-AS1
MRPL3P1
AC064852.1
CYTH1
AC092384.2
PLOD3
CD22
COL6A4P1
ATP5F1P6
EXOC3L1
SSFA2
LKAAEAR1
ZKSCAN1
HERC2P3
ZNF736
AL353653.1
ZNF143
SRBD1
RNF34
TLN1
MYSM1
FBXL17
RAB9B
GMEB2
AC009120.3
PPP2CA
EEF1E1
AC068790.9
C16orf70
HSPA8
ISL2
AL080317.3
RP11-495P10.8
AC137627.1
AC129492.2
SAA1
CAPRIN2
AC009118.3
RXFP4
TMPPE
AL596275.1
RNF10
RN7SL765P
TCTN3
CYB561D2
ZNF628
ZNF581
AL805961.1
AC008663.1
ZSCAN16
TMF1
DBNL
AC025423.3
DHFR2
PPIL6
AC139491.2
KRT18P41
FNIP2
VN1R53P
AL592148.3
AC134879.3
AL928654.2
RPL12P11
KRT8P24
MYO9A
IZUMO4
AC004825.2
RPL7P23
DTYMK
MRPS35P3
HLTF
KCNJ4
PDLIM5
ESD
QARS
CFAP65
SLC35C1
ATP5I
ADSS
FAM32BP
AL390119.1
NTN4
FAM32A
CNOT11
CACHD1
DHRS4-AS1
NIFK
WDR62
DMPK
IFIT2
AC004233.4
LRP6
AL133353.1
PITPNC1
AC132938.1
CHD1L
AL391069.4
CLDN4
LINC00345
AP000692.2
LINC01511
HRAS
RN7SL823P
ST13P21
AC233702.1
TMED10
MPLKIP
KLK8
IQCH
KCNH1-IT1
PTDSS1
S1PR3
AL512506.2
RPL23AP77
CRAMP1
AC005393.1
ZNF484
SMPDL3A
MAVS
AC099063.2
AC010680.4
NAA38
AC243964.2
AL022342.1
MBL2
HMGB1P40
MRPL13
IGBP1
ZNF274
IFT52
AC010632.2
BIN3
SLC7A1
NLE1
PIP5K1A
AC019288.1
MFSD4A
MEX3A
ZNF205
RPL23AP28
CA5B
AC104771.1
AL731568.1
AC016596.1
BST2
NGLY1
AF186996.2
PABPC3
ADAMTS15
AC239868.1
AIMP2
AL121820.2
GEMIN8
NCCRP1
ZNF438
AC105760.2
TMEM91
AL136131.3
NDUFB9
CHTOP
LPAR1
AC097658.1
RDH12
AL391069.3
ZNF524
AC020612.1
OPA3
AL359643.1
NFX1
CELSR1
VAX2
Z93930.3
CLCNKA
GDPGP1
YKT6
CEACAM19
GMDS
ABCB10
AF279873.2
STRA6
SMARCA5
AL133467.1
AC013731.1
AP003465.1
TET1
IDE
SYT5
HADHA
TNFSF9
ZBTB11-AS1
KHDRBS1
AP001160.2
NR2F2
LDHAP7
AC100803.2
GRPEL1
PA2G4P1
LINC02303
COQ3
CCDC69
KIAA0753
MIR1254-1
PLTP
AC005697.2
HSD17B14
PJA2
AP2A1
HIST1H3D
AL080315.1
ZNF670-ZNF695
AC122688.1
CNOT10
PHF23
PPP2R2C
SRP72P2
LRRCC1
MMP11
AC121338.2
LRRN1
AC018521.5
LINC00839
FUT11
NADSYN1
HIST1H2BE
NAPEPLD
AC015802.4
PMS2P7
CDC42SE2
LDB1
ZNF160
LMBR1
RPS29P7
RARS
C1QTNF12
SURF1
DLX2
LINC00641
AK9
MBD1
SF3A3
LYPLA2P1
SH3BGR
AP000688.4
SLC37A1
TMEM198
C2CD4D
IRAK2
SNRPBP1
AC127070.1
AC135048.3
KIF3C
AKAP11
CYLD
CEP70
SMIM15
AC069528.2
FECH
PCK2
ITGA5
LINC02109
NT5CP2
DGKB
LAMA4
FAM13B
TSPAN3
RPL7P45
AP001767.4
ZSCAN26
FAM46C
AL137002.1
EXPH5
RPS4X
MPV17
ZNF616
SOWAHC
AC009517.1
ELOVL5
PPFIA1
RNU6-74P
TMEM89
AC159540.1
ALDH18A1
UFD1
RBFA
AC093382.1
EIF4G2
AC244090.2
AL023803.2
PAICSP3
GIPR
AC124312.5
FCMR
ALDOC
ZCCHC24
SARDH
PLIN2
TMBIM7P
OR7E38P
TPR
RPL7P24
RPL23AP4
AC027237.2
SPRTN
AC120498.8
ANKRD13A
RPS6P25
CHCHD2P8
TBCC
FAM126A
RPS4XP16
ZNF729
PLCD4
GNAS-AS1
DDAH2
HMGN2P6
MTHFS
PFN1P2
RCOR3
AC103769.1
CNTLN
TRAPPC10
RASA4
RPS3AP44
SMC5
AC007448.1
AC131212.3
HOMER2
RPL7P48
TAF4B
CTNNA1
BBS9
FSIP2
ACAA1
AC009948.3
FBXO36
TMEM136
AC113208.1
HNRNPAB
UBAP2L
FAM199X
SLC12A5
DNAJA2
BRMS1
ACY1
ADARB2
SLC27A2
FBXL22
HEXDC
INTS9
AFDN-AS1
RCAN1
AL132640.2
SDHD
RPL5P25
AL359764.1
VAV1
CCDC9
DM1-AS
TCF19
AC018926.2
HCST
SYT7
NT5DC3
TMCO4
RAN
AC072052.1
EIF5
TMEM179B
AKIRIN1
AC117503.3
AL022329.1
C20orf27
IGSF22
HSD3B7
NBPF3
TMEM115
NRL
HLA-DMB
PDE6D
CCDC137
SH3GLB1
NMRK1
TMEM147
RBM44
ZNF814
NUTM2B-AS1
GRK3
MRPL45
APOL6
OCLN
CDKN3
ONECUT2
ODC1
MRPS10
LCA5
ST13P4
PCDHB12
AC068533.2
TMSB4XP1
CAMP
AL078603.1
KRT19P2
AC093895.1
KLK11
NOTCH2NL
MIR25
KRT8P12
ASF1A
AL109918.1
ZNF699
NXPH4
AL133267.1
TSSK6
C1orf74
AC137630.2
HNMT
TCF7L1
SPATC1L
TTBK2
ERCC6L
PATE2
NKX2-8
TMEM14A
KCNK12
AC010198.1
PTGER3
LINC01972
SLC25A45
SYT8
ANXA5
AC027575.1
PTHLH
AC093726.2
GPR137
KMT2C
CLDN18
KNDC1
ZCRB1
RTL5
CPNE3
AC073508.3
NDUFS5P5
USP51
AC087721.1
RGS22
SLC5A2
TMEM181
HIGD1A
ZCCHC4
RPF2P1
KIFAP3
GNA15
ACYP2
RIC8B
KRT18P17
LRFN1
LSM12
GPR171
TNKS
CACNG4
KDM4C
PRELID1P1
HLCS
CCT6A
ZNF599
MIIP
SLC2A1-AS1
ADGRF3
RAB24
C19orf70
C2orf82
STT3A
AMOT
GATA5
PRKRA
BIRC3
AC025164.2
KATNA1
FRY-AS1
RPP21
PSMA4
AC012360.2
UEVLD
GALK1
DGCR5
SF3B3
RNF214
AC132825.4
AC105219.1
Z83851.1
RSPH9
ZNF554
PER1
RBMX2
CTSO
RAI1
IL18BP
AC106782.5
AC019068.1
PRPF38A
AL357373.1
LITAF
RAB11B
C11orf45
VAMP3
PEBP1P2
COQ7
RPL21P23
HTR2A
B3GALT5
RPL10P3
RPSAP11
AP2B1
PPL
TMEM86A
AC006329.1
RSAD2
ATXN1L
HNRNPK
TTC9
METTL21A
INTS6P1
LINC02482
AC104825.2
NOP58
AC130352.1
AC130456.5
FAM98B
AL022341.1
SLC25A26
AC005699.1
KIAA1683
MPV17L
AC060780.2
OSBPL6
KIAA0895
OR7E99P
RNU6-1156P
ADGRG3
ERICH4
SETP8
ZYX
AC005072.1
PIR
DBR1
PNP
AC020934.2
LINC01697
PXMP4
FAM114A1
BCDIN3D
AL136380.2
UBE3C
ORC3
AGPS
AL645608.1
SYNJ1
QPCT
IFNLR1
AC104564.1
LTA4H
CASKIN2
ITPRIPL2
AL121987.2
OR51D1
PPP1CC
MYO19
TNFRSF11A
HMGCLL1
LINC00847
LINC01852
ZNF622
HIST2H2BE
COX14
ATRN
NUDT16L1
ZNF610
AL133410.2
AC023509.4
ZNF525
SNX27
AC018765.1
RAP1B
Z84485.1
AHRR
ZDHHC16
NORAD
ACSM1
AIFM1
AC078864.1
AC093510.1
MAP3K1
RPL15P3
ZNF718
SASH1
GLRB
AL049555.1
FADS3
RNU1-11P
NEURL4
OSTCP4
RPL34P34
PPID
AC233992.3
C9orf43
TOMM20
RPL7AP25
TNNI3
PCDHB18P
AL008627.1
HSP90B2P
SNU13
FYTTD1
EEF1A1P13
GIGYF1
MED19
ANGPTL1
RPL5P32
AC096996.2
MT1F
ANKRD34B
ZNF431
FBXL6
RNF223
AC114947.1
AC087392.3
KRIT1
AC010099.1
AC095038.3
AC104170.1
SIX3
CCDC90B
VGLL4
PLEKHH2
CYP1A1
TMEM191A
CHTF18
NENF
GGH
ACTN2
VPS37B
MAPKAPK2
RPL32
AC106729.1
TALDO1
SUN1
RAPGEF5
HEG1
RPL7P8
ZDHHC1
PADI1
NET1
ZNF675
RANBP6
ANKMY2
AC004801.1
AC037459.3
STAT2
Z82206.1
RMND5B
GIPC1
CSGALNACT2
SUGT1
CPNE8
GGCX
SH3RF2
SYT13
MICALCL
ZNF195
PLAC8
RHOB
MSH5
ICE2
NAPRT
RPS7P1
DSCC1
KHDRBS3
INVS
KCNH8
STAU1
AC211485.1
HIST2H2BF
ADRA2A
PPM1B
CD46
LLPH
BAIAP2
AC008560.1
AL135905.2
LARP1B
MAGEH1
TIMP2
SOS1
PRUNE1
CEBPZOS
SPNS3
UQCRHL
CNOT6L
KRT18P56
AC092802.1
AC092140.2
ANKRD11
DRG2
PRKCH
ERLEC1
AC130650.2
AL133482.1
ENO3
HSPB1P1
METTL18
C1orf52
ARHGAP29
SLC51B
MMP17
LRPAP1
F11R
UNC13C
AC062037.2
ZFAND3
LINC02055
WWP1
ATF2
AC241584.2
RPL10P16
ADCY4
BOLA2P1
AC006116.6
ZNF169
ICAM5
FTH1
NDUFS2
CDC7
LATS2
AL021392.1
AC068152.1
PLSCR2
AL807752.3
NT5M
MED17
TBC1D14
PCDHGC3
AC121761.1
LINC01011
LSM4
LINC01547
HSF1
COMT
TEPSIN
SNUPN
TM9SF2
RPL23AP71
AC022075.1
AC008868.1
FRMD4A
DUSP8
AC005730.3
GRK6
AC096772.1
TMEM5
NOVA1
CCDC88B
AC024060.1
RPGR
ECE1
ANKFN1
PROM2
TRPS1
APBB3
KIF21B
CTTN
SLC6A6
TMED1
EPHX2
AC026366.1
AC022154.1
NRAV
HDAC8
ISG15
DNAH3
ZNF121
CCHCR1
LGR4
FZD3
LRP1
TMEM52B
AL136304.1
SRPK2P
HULC
CNIH3
AC117947.1
AC090260.1
MRPL41
PUM1
AF131216.4
CD163L1
KRTAP3-1
AL731533.2
AKIP1
JPX
RBBP4P1
RPS6KA4
AC022382.1
ZSCAN30
RP11-640M9.2
AC079140.3
NPIPB9
PINK1
WDR13
AC021074.1
TRIP11
TFAM
AC023301.1
HSH2D
BNIP2
WDR76
AC025811.1
FAM86LP
LTB4R
AC147067.1
PRIMA1
AC008079.2
TLX1
ZNF786
KPNA6
U62317.3
STAG1
OSTCP1
PEX2
AL353763.1
TM7SF3
TSTD2
RAET1E-AS1
AP001992.1
AC008758.4
AC007663.3
AC239868.4
STAT5A
AL049737.1
TATDN2
LIPA
FAM72A
AC116407.1
HELZ
PFKFB4
CABLES1
ITPA
SGTA
AC007383.3
RP11-763B22.4
AL606468.1
XAGE1A
TTC27
ZFAND2B
TDH
AC100793.1
DLGAP4
WDR90
GABRG2
AL662799.1
LAS1L
USP5
